	id	model_type	name	readonly	readwrite	requirement
1682	SO2_m	Metabolite	sulfur dioxide	-	x	x
1683	SO4_m	Metabolite	sulphate	-	x	x
1684	SPMD_m	Metabolite	spermidine	-	x	x
1685	STEROL_m	Metabolite	cholesterol	-	x	x
1686	T3P1_m	Metabolite	D-glyceraldehdye-3-phosphate	-	x	x
1687	T3P2_m	Metabolite	Dihydroxyacetone phosphate	-	x	x
1688	TAG16P_m	Metabolite	D-Tagatose 1,6-biphosphate	-	x	x
1689	TAG6P_m	Metabolite	D-Tagatose 6-phosphate	-	x	x
1690	tBHP_m	Metabolite	tert-butylhydroperoxide	-	x	x
1691	tBOH_m	Metabolite	tert-Butanol	-	x	x
1692	TDECEG3P_m	Metabolite	1-tetradec-7-enoyl-sn-glycerol 3-phosphate	-	x	x
1693	TDECG3P_m	Metabolite	1-tetradecanoyl-sn-glycerol 3-phosphate	-	x	x
1694	TDP_m	Metabolite	TDP	-	x	x
1695	tetraphenylphosphonium_m	Metabolite	tetraphenylphosphonium	-	x	x
1696	THF_m	Metabolite	5,6,7,8-Tetrahydrofolate	-	x	x
1697	THM_m	Metabolite	thiamine	-	x	x
1698	THMP_m	Metabolite	Thiamin monophosphate	-	x	x
1699	THR_m	Metabolite	L-Threonine	-	x	x
1700	ThrThr_m	Metabolite	L-threonyl-L-threonine	-	x	x
1701	THY_m	Metabolite	thymine	-	x	x
1702	TPP_m	Metabolite	thiamine diphosphate	-	x	x
1703	TRIBUTYRIN_m	Metabolite	tributyrin; 1,3-Di(butanoyloxy)propan-2-yl butanoate; butyrin	-	x	x
1704	TRILAURIN_m	Metabolite	trilaurin	-	x	x
1705	TRIMYRISTIN_m	Metabolite	trimyristin; 1,3-Di(tetradecanoyloxy)propan-2-yl tetradecanoate; glyceryl trimyristate	-	x	x
1706	TRIOLEIN_m	Metabolite	triolein	-	x	x
1707	TRIPALMITIN_m	Metabolite	tripalmitin; 1,2,3-Trihexadecanoylglycerol; Glyceryl Tripalmitate; Glycerol Tripalmitate	-	x	x
1708	TRISTEARIN_m	Metabolite	Tristearin	-	x	x
1709	TRI_HDCEA_IN_m	Metabolite	triacylglycerol of {Hexadecenoate acid}	-	x	x
1710	TRI_TTDCEA_IN_m	Metabolite	triacylglycerol of {tetradecenoic acid}	-	x	x
1711	TRP_m	Metabolite	L-tryptophan	-	x	x
1712	TrpTrp_m	Metabolite	L-trytophanyl-L-trytophan	-	x	x
1713	TTDCA_m	Metabolite	tetradecanoate (n-C14:0)	-	x	x
1714	TTDCEA_m	Metabolite	tetradecenoate (n-C14:1)	-	x	x
1715	TTP_m	Metabolite	TTP	-	x	x
1716	TWEEN80_m	Metabolite	Tween 80; Polyoxyethylene (20) sorbitan monooleate; polysorbate 80	-	x	x
1717	TYR_m	Metabolite	L-tyrosine	-	x	x
1718	TyrTyr_m	Metabolite	L-tyrosyl-L-tyrosine	-	x	x
1719	U23CMP_m	Metabolite	2',3'-Cyclic UMP	-	x	x
1720	U3MP_m	Metabolite	3'-UMP	-	x	x
1721	UDP_m	Metabolite	UDP	-	x	x
1722	UDPG_m	Metabolite	UDP-glucose	-	x	x
1723	UDPGAL_m	Metabolite	UDP-galactose	-	x	x
1724	UDPGALF_m	Metabolite	UDP-D-galacto-1,4-furanose	-	x	x
1725	Um_m	Metabolite	2'-O-methyluridine	-	x	x
1726	UmMP_m	Metabolite	2'-O-methyluridine monophosphate	-	x	x
1727	UMP_m	Metabolite	UMP	-	x	x
1728	URA_m	Metabolite	uracil	-	x	x
1729	URI_m	Metabolite	uridine	-	x	x
1730	UTP_m	Metabolite	UTP	-	x	x
1731	VAL_m	Metabolite	L-Valine	-	x	x
1732	ValVal_m	Metabolite	L-valyl-L-valine	-	x	x
1733	vinyl_chloride_m	Metabolite	Vinylchloride	-	x	x
1734	X5P_m	Metabolite	D-Xylulose 5-phosphate	-	x	x
1735	XAN_m	Metabolite	xanthine	-	x	x
1736	XTSN_m	Metabolite	xanthosine	-	x	x
1737	ZN_m	Metabolite	zinc ion	-	x	x
1738	MG_124_MONOMER_m	ProteinMonomer	thioredoxin	-	x	x
1739	MG_287_MONOMER_m	ProteinMonomer	acyl carrier protein	-	x	x
1740	MG_124_MONOMER_ox_m	ProteinComplex	oxidized thioredoxin	-	x	x
1741	MG_229_231_TETRAMER_m	ProteinComplex	ribonucleoside-diphosphate reductase	-	x	x
1742	MG_229_231_TETRAMER_ox_m	ProteinComplex	oxidized ribonucleoside-diphosphate reductase	-	x	x
1743	MG_287_MONOMER_ACP_m	ProteinComplex	holo acyl carrier protein	-	x	x
1744	MG_287_MONOMER_ddcaACP_m	ProteinComplex	Dodecanoyl-ACP (n-C12:0ACP)	-	x	x
1745	MG_287_MONOMER_hdeACP_m	ProteinComplex	cis-hexadec-9-enoyl-[acyl-carrier protein] (n-C16:1)	-	x	x
1746	MG_287_MONOMER_myrsACP_m	ProteinComplex	Myristoyl-ACP (n-C14:0ACP)	-	x	x
1747	MG_287_MONOMER_ocdcaACP_m	ProteinComplex	Octadecanoyl-ACP (n-C18:0ACP)	-	x	x
1748	MG_287_MONOMER_octeACP_m	ProteinComplex	cis-octadec-11-enoyl-[acyl-carrier protein] (n-C18:1)	-	x	x
1749	MG_287_MONOMER_palmACP_m	ProteinComplex	Palmitoyl-ACP (n-C16:0ACP)	-	x	x
1750	MG_287_MONOMER_tdeACP_m	ProteinComplex	cis-tetradec-7-enoyl-[acyl-carrier protein] (n-C14:1)	-	x	x
1751	MG_427_DIMER_m	ProteinComplex	osmotically inducible peroxidase	-	x	x
1752	MG_427_DIMER_ox_m	ProteinComplex	oxidized osmotically inducible peroxidase	-	x	x
1753	MG_454_DIMER_m	ProteinComplex	thiol-dependent peroxidase	-	x	x
1754	MG_454_DIMER_ox_m	ProteinComplex	oxidized thiol-dependent peroxidase	-	x	x
1755	MG_271_272_273_274_192MER	ProteinComplex	pyruvate dehydrogenase	x	-	-
1756	MG_357_DIMER	ProteinComplex	acetate kinase	x	-	-
1757	MG_482_DIMER	ProteinComplex	holo-(acyl-carrier-protein) synthase	x	-	-
1758	MG_123_DIMER	ProteinComplex	arginine deaminase	x	-	-
1759	MG_171_MONOMER	ProteinMonomer	adenylate kinase	x	-	-
1760	MG_171_MONOMER	ProteinMonomer	adenylate kinase	x	-	-
1761	MG_171_MONOMER	ProteinMonomer	adenylate kinase	x	-	-
1762	MG_171_MONOMER	ProteinMonomer	adenylate kinase	x	-	-
1763	MG_276_DIMER	ProteinComplex	adenine phosphoribosyltransferase	x	-	-
1764	MG_398_399_400_401_402_403_404_405_22MER	ProteinComplex	H(+)-transporting two-sector ATPase	x	-	-
1765	MG_333_DIMER	ProteinComplex	FMN-dependent NADH-azoreductase, putative	x	-	-
1766	MG_052_DIMER	ProteinComplex	cytidine deaminase	x	-	-
1767	MG_052_DIMER	ProteinComplex	cytidine deaminase	x	-	-
1768	MG_437_DIMER	ProteinComplex	phosphatidate cytidylyltransferase	x	-	-
1769	MG_437_DIMER	ProteinComplex	phosphatidate cytidylyltransferase	x	-	-
1770	MG_437_DIMER	ProteinComplex	phosphatidate cytidylyltransferase	x	-	-
1771	MG_437_DIMER	ProteinComplex	phosphatidate cytidylyltransferase	x	-	-
1772	MG_437_DIMER	ProteinComplex	phosphatidate cytidylyltransferase	x	-	-
1773	MG_437_DIMER	ProteinComplex	phosphatidate cytidylyltransferase	x	-	-
1774	MG_437_DIMER	ProteinComplex	phosphatidate cytidylyltransferase	x	-	-
1775	MG_356_MONOMER	ProteinMonomer	choline/ethanolamine kinase, putative	x	-	-
1776	MG_330_MONOMER	ProteinMonomer	cytidylate kinase	x	-	-
1777	MG_330_MONOMER	ProteinMonomer	cytidylate kinase	x	-	-
1778	MG_434_HEXAMER	ProteinComplex	uridylate kinase	x	-	-
1779	MG_264_MONOMER	ProteinMonomer	dephospho-CoA kinase	x	-	-
1780	MG_130_MONOMER	ProteinMonomer		x	-	-
1781	MG_130_MONOMER	ProteinMonomer		x	-	-
1782	MG_130_MONOMER	ProteinMonomer		x	-	-
1783	MG_130_MONOMER	ProteinMonomer		x	-	-
1784	MG_053_TRIMER	ProteinComplex	phosphoglucomutase/phosphomannomutase, putative	x	-	-
1785	MG_336_DIMER	ProteinComplex	cysteine desulfurase	x	-	-
1786	MG_171_MONOMER	ProteinMonomer	adenylate kinase	x	-	-
1787	MG_050_MONOMER	ProteinMonomer	deoxyribose-phosphate aldolase	x	-	-
1788	MG_049_HEXAMER	ProteinComplex	purine nucleoside phosphorylase	x	-	-
1789	MG_049_HEXAMER	ProteinComplex	purine nucleoside phosphorylase	x	-	-
1790	MG_049_HEXAMER	ProteinComplex	purine nucleoside phosphorylase	x	-	-
1791	MG_049_HEXAMER	ProteinComplex	purine nucleoside phosphorylase	x	-	-
1792	MG_049_HEXAMER	ProteinComplex	purine nucleoside phosphorylase	x	-	-
1793	MG_049_HEXAMER	ProteinComplex	purine nucleoside phosphorylase	x	-	-
1794	MG_049_HEXAMER	ProteinComplex	purine nucleoside phosphorylase	x	-	-
1795	MG_107_DIMER	ProteinComplex	guanylate kinase	x	-	-
1796	MG_369_DIMER	ProteinComplex	DAK2 phosphatase domain protein	x	-	-
1797	MG_228_TETRAMER	ProteinComplex	dihydrofolate reductase	x	-	-
1798	MG_105_OCTAMER	ProteinComplex	putative DNA integrity scanning protein	x	-	-
1799	MG_407_DIMER	ProteinComplex	enolase	x	-	-
1800	MG_023_DIMER	ProteinComplex	fructose-1,6-bisphosphate aldolase, class II	x	-	-
1801	MG_013_DIMER	ProteinComplex	methylenetetrahydrofolate dehydrogenase/methylenetetrahydrofolate cyclohydrolase	x	-	-
1802	MG_013_DIMER	ProteinComplex	methylenetetrahydrofolate dehydrogenase/methylenetetrahydrofolate cyclohydrolase	x	-	-
1803	MG_342_MONOMER	ProteinMonomer	NADPH-dependent FMN reductase domain protein	x	-	-
1804	MG_342_MONOMER	ProteinMonomer	NADPH-dependent FMN reductase domain protein	x	-	-
1805	MG_342_MONOMER	ProteinMonomer	NADPH-dependent FMN reductase domain protein	x	-	-
1806	MG_342_MONOMER	ProteinMonomer	NADPH-dependent FMN reductase domain protein	x	-	-
1807	MG_063_DIMER	ProteinComplex	1-phosphofructokinase, putative	x	-	-
1808	MG_053_TRIMER	ProteinComplex	phosphoglucomutase/phosphomannomutase, putative	x	-	-
1809	MG_245_MONOMER	ProteinMonomer	5-formyltetrahydrofolate cyclo-ligase, putative	x	-	-
1810	MG_013_DIMER	ProteinComplex	methylenetetrahydrofolate dehydrogenase/methylenetetrahydrofolate cyclohydrolase	x	-	-
1811	MG_118_DIMER	ProteinComplex	UDP-glucose 4-epimerase	x	-	-
1812	MG_453_TETRAMER	ProteinComplex	UTP-glucose-1-phosphate uridylyltransferase	x	-	-
1813	MG_301_TETRAMER	ProteinComplex	glyceraldehyde-3-phosphate dehydrogenase, type I	x	-	-
1814	MG_137_DIMER	ProteinComplex	UDP-galactopyranose mutase	x	-	-
1815	MG_038_TETRAMER	ProteinComplex	glycerol kinase	x	-	-
1816	MG_293_DIMER	ProteinComplex	glycerophosphoryl diester phosphodiesterase family protein	x	-	-
1817	MG_293_DIMER	ProteinComplex	glycerophosphoryl diester phosphodiesterase family protein	x	-	-
1818	MG_293_DIMER	ProteinComplex	glycerophosphoryl diester phosphodiesterase family protein	x	-	-
1819	MG_293_DIMER	ProteinComplex	glycerophosphoryl diester phosphodiesterase family protein	x	-	-
1820	MG_293_DIMER	ProteinComplex	glycerophosphoryl diester phosphodiesterase family protein	x	-	-
1821	MG_394_TETRAMER	ProteinComplex	serine hydroxymethyltransferase	x	-	-
1822	MG_394_TETRAMER	ProteinComplex	serine hydroxymethyltransferase	x	-	-
1823	MG_517_MONOMER	ProteinMonomer	glycosyl transferase, group 2 family protein	x	-	-
1824	MG_517_MONOMER	ProteinMonomer	glycosyl transferase, group 2 family protein	x	-	-
1825	MG_517_MONOMER	ProteinMonomer	glycosyl transferase, group 2 family protein	x	-	-
1826	MG_517_MONOMER	ProteinMonomer	glycosyl transferase, group 2 family protein	x	-	-
1827	MG_517_MONOMER	ProteinMonomer	glycosyl transferase, group 2 family protein	x	-	-
1828	MG_517_MONOMER	ProteinMonomer	glycosyl transferase, group 2 family protein	x	-	-
1829	MG_517_MONOMER	ProteinMonomer	glycosyl transferase, group 2 family protein	x	-	-
1830	MG_517_MONOMER	ProteinMonomer	glycosyl transferase, group 2 family protein	x	-	-
1831	MG_517_MONOMER	ProteinMonomer	glycosyl transferase, group 2 family protein	x	-	-
1832	MG_517_MONOMER	ProteinMonomer	glycosyl transferase, group 2 family protein	x	-	-
1833	MG_517_MONOMER	ProteinMonomer	glycosyl transferase, group 2 family protein	x	-	-
1834	MG_517_MONOMER	ProteinMonomer	glycosyl transferase, group 2 family protein	x	-	-
1835	MG_517_MONOMER	ProteinMonomer	glycosyl transferase, group 2 family protein	x	-	-
1836	MG_517_MONOMER	ProteinMonomer	glycosyl transferase, group 2 family protein	x	-	-
1837	MG_517_MONOMER	ProteinMonomer	glycosyl transferase, group 2 family protein	x	-	-
1838	MG_517_MONOMER	ProteinMonomer	glycosyl transferase, group 2 family protein	x	-	-
1839	MG_517_MONOMER	ProteinMonomer	glycosyl transferase, group 2 family protein	x	-	-
1840	MG_517_MONOMER	ProteinMonomer	glycosyl transferase, group 2 family protein	x	-	-
1841	MG_517_MONOMER	ProteinMonomer	glycosyl transferase, group 2 family protein	x	-	-
1842	MG_517_MONOMER	ProteinMonomer	glycosyl transferase, group 2 family protein	x	-	-
1843	MG_517_MONOMER	ProteinMonomer	glycosyl transferase, group 2 family protein	x	-	-
1844	MG_517_MONOMER	ProteinMonomer	glycosyl transferase, group 2 family protein	x	-	-
1845	MG_517_MONOMER	ProteinMonomer	glycosyl transferase, group 2 family protein	x	-	-
1846	MG_517_MONOMER	ProteinMonomer	glycosyl transferase, group 2 family protein	x	-	-
1847	MG_517_MONOMER	ProteinMonomer	glycosyl transferase, group 2 family protein	x	-	-
1848	MG_517_MONOMER	ProteinMonomer	glycosyl transferase, group 2 family protein	x	-	-
1849	MG_517_MONOMER	ProteinMonomer	glycosyl transferase, group 2 family protein	x	-	-
1850	MG_517_MONOMER	ProteinMonomer	glycosyl transferase, group 2 family protein	x	-	-
1851	MG_517_MONOMER	ProteinMonomer	glycosyl transferase, group 2 family protein	x	-	-
1852	MG_517_MONOMER	ProteinMonomer	glycosyl transferase, group 2 family protein	x	-	-
1853	MG_517_MONOMER	ProteinMonomer	glycosyl transferase, group 2 family protein	x	-	-
1854	MG_517_MONOMER	ProteinMonomer	glycosyl transferase, group 2 family protein	x	-	-
1855	MG_517_MONOMER	ProteinMonomer	glycosyl transferase, group 2 family protein	x	-	-
1856	MG_517_MONOMER	ProteinMonomer	glycosyl transferase, group 2 family protein	x	-	-
1857	MG_517_MONOMER	ProteinMonomer	glycosyl transferase, group 2 family protein	x	-	-
1858	MG_517_MONOMER	ProteinMonomer	glycosyl transferase, group 2 family protein	x	-	-
1859	MG_517_MONOMER	ProteinMonomer	glycosyl transferase, group 2 family protein	x	-	-
1860	MG_517_MONOMER	ProteinMonomer	glycosyl transferase, group 2 family protein	x	-	-
1861	MG_517_MONOMER	ProteinMonomer	glycosyl transferase, group 2 family protein	x	-	-
1862	MG_517_MONOMER	ProteinMonomer	glycosyl transferase, group 2 family protein	x	-	-
1863	MG_517_MONOMER	ProteinMonomer	glycosyl transferase, group 2 family protein	x	-	-
1864	MG_517_MONOMER	ProteinMonomer	glycosyl transferase, group 2 family protein	x	-	-
1865	MG_107_DIMER	ProteinComplex	guanylate kinase	x	-	-
1866	MG_107_DIMER	ProteinComplex	guanylate kinase	x	-	-
1867	MG_107_DIMER	ProteinComplex	guanylate kinase	x	-	-
1868	MG_107_DIMER	ProteinComplex	guanylate kinase	x	-	-
1869	MG_430_MONOMER	ProteinMonomer	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	x	-	-
1870	MG_039_DIMER	ProteinComplex	FAD-dependent glycerol-3-phosphate dehydrogenase, putative	x	-	-
1871	MG_259_TETRAMER	ProteinComplex	modification methylase	x	-	-
1872	MG_458_TETRAMER	ProteinComplex	hypoxanthine phosphoribosyltransferase	x	-	-
1873	MG_458_TETRAMER	ProteinComplex	hypoxanthine phosphoribosyltransferase	x	-	-
1874	MG_460_TETRAMER	ProteinComplex	L-lactate dehydrogenase/malate dehydrogenase	x	-	-
1875	MG_310_MONOMER	ProteinMonomer	hydrolase, Putative esterase/lipase 1	x	-	-
1876	MG_327_MONOMER	ProteinMonomer	hydrolase, Putative esterase/lipase 2	x	-	-
1877	MG_344_MONOMER	ProteinMonomer	hydrolase, Putative esterase/lipase 3	x	-	-
1878	MG_310_MONOMER	ProteinMonomer	hydrolase, Putative esterase/lipase 1	x	-	-
1879	MG_327_MONOMER	ProteinMonomer	hydrolase, Putative esterase/lipase 2	x	-	-
1880	MG_344_MONOMER	ProteinMonomer	hydrolase, Putative esterase/lipase 3	x	-	-
1881	MG_310_MONOMER	ProteinMonomer	hydrolase, Putative esterase/lipase 1	x	-	-
1882	MG_327_MONOMER	ProteinMonomer	hydrolase, Putative esterase/lipase 2	x	-	-
1883	MG_344_MONOMER	ProteinMonomer	hydrolase, Putative esterase/lipase 3	x	-	-
1884	MG_310_MONOMER	ProteinMonomer	hydrolase, Putative esterase/lipase 1	x	-	-
1885	MG_327_MONOMER	ProteinMonomer	hydrolase, Putative esterase/lipase 2	x	-	-
1886	MG_344_MONOMER	ProteinMonomer	hydrolase, Putative esterase/lipase 3	x	-	-
1887	MG_310_MONOMER	ProteinMonomer	hydrolase, Putative esterase/lipase 1	x	-	-
1888	MG_327_MONOMER	ProteinMonomer	hydrolase, Putative esterase/lipase 2	x	-	-
1889	MG_344_MONOMER	ProteinMonomer	hydrolase, Putative esterase/lipase 3	x	-	-
1890	MG_310_MONOMER	ProteinMonomer	hydrolase, Putative esterase/lipase 1	x	-	-
1891	MG_327_MONOMER	ProteinMonomer	hydrolase, Putative esterase/lipase 2	x	-	-
1892	MG_344_MONOMER	ProteinMonomer	hydrolase, Putative esterase/lipase 3	x	-	-
1893	MG_310_MONOMER	ProteinMonomer	hydrolase, Putative esterase/lipase 1	x	-	-
1894	MG_327_MONOMER	ProteinMonomer	hydrolase, Putative esterase/lipase 2	x	-	-
1895	MG_344_MONOMER	ProteinMonomer	hydrolase, Putative esterase/lipase 3	x	-	-
1896	MG_310_MONOMER	ProteinMonomer	hydrolase, Putative esterase/lipase 1	x	-	-
1897	MG_327_MONOMER	ProteinMonomer	hydrolase, Putative esterase/lipase 2	x	-	-
1898	MG_344_MONOMER	ProteinMonomer	hydrolase, Putative esterase/lipase 3	x	-	-
1899	MG_310_MONOMER	ProteinMonomer	hydrolase, Putative esterase/lipase 1	x	-	-
1900	MG_327_MONOMER	ProteinMonomer	hydrolase, Putative esterase/lipase 2	x	-	-
1901	MG_344_MONOMER	ProteinMonomer	hydrolase, Putative esterase/lipase 3	x	-	-
1902	MG_310_MONOMER	ProteinMonomer	hydrolase, Putative esterase/lipase 1	x	-	-
1903	MG_327_MONOMER	ProteinMonomer	hydrolase, Putative esterase/lipase 2	x	-	-
1904	MG_344_MONOMER	ProteinMonomer	hydrolase, Putative esterase/lipase 3	x	-	-
1905	MG_310_MONOMER	ProteinMonomer	hydrolase, Putative esterase/lipase 1	x	-	-
1906	MG_327_MONOMER	ProteinMonomer	hydrolase, Putative esterase/lipase 2	x	-	-
1907	MG_344_MONOMER	ProteinMonomer	hydrolase, Putative esterase/lipase 3	x	-	-
1908	MG_310_MONOMER	ProteinMonomer	hydrolase, Putative esterase/lipase 1	x	-	-
1909	MG_327_MONOMER	ProteinMonomer	hydrolase, Putative esterase/lipase 2	x	-	-
1910	MG_344_MONOMER	ProteinMonomer	hydrolase, Putative esterase/lipase 3	x	-	-
1911	MG_270_MONOMER	ProteinMonomer	lipoyltransferase/lipoate-protein ligase, putative	x	-	-
1912	MG_460_TETRAMER	ProteinComplex	L-lactate dehydrogenase/malate dehydrogenase	x	-	-
1913	MG_228_TETRAMER	ProteinComplex	dihydrofolate reductase	x	-	-
1914	MG_047_TETRAMER	ProteinComplex	S-adenosylmethionine synthetase	x	-	-
1915	MG_385_DIMER	ProteinComplex	glycerophosphoryl diester phosphodiesterase family protein	x	-	-
1916	MG_385_DIMER	ProteinComplex	glycerophosphoryl diester phosphodiesterase family protein	x	-	-
1917	MG_385_DIMER	ProteinComplex	glycerophosphoryl diester phosphodiesterase family protein	x	-	-
1918	MG_385_DIMER	ProteinComplex	glycerophosphoryl diester phosphodiesterase family protein	x	-	-
1919	MG_385_DIMER	ProteinComplex	glycerophosphoryl diester phosphodiesterase family protein	x	-	-
1920	MG_408_MONOMER	ProteinMonomer	methionine-S-sulfoxide reductase	x	-	-
1921	MG_448_MONOMER	ProteinMonomer	methionine-R-sulfoxide reductase	x	-	-
1922	MG_383_DIMER	ProteinComplex	NH(3)-dependent NAD+ synthetase, putative	x	-	-
1923	MG_128_HEXAMER	ProteinComplex	inorganic polyphosphate/ATP-NAD kinase, probable	x	-	-
1924	MG_240_HEXAMER	ProteinComplex	nicotinamide-nucleotide adenylyltransferase/conserved hypothetical protein	x	-	-
1925	MG_240_HEXAMER	ProteinComplex	nicotinamide-nucleotide adenylyltransferase/conserved hypothetical protein	x	-	-
1926	MG_275_TETRAMER	ProteinComplex	NADH oxidase	x	-	-
1927	MG_229_231_TETRAMER	ProteinComplex	ribonucleoside-diphosphate reductase	x	-	-
1928	MG_229_231_TETRAMER	ProteinComplex	ribonucleoside-diphosphate reductase	x	-	-
1929	MG_229_231_TETRAMER	ProteinComplex	ribonucleoside-diphosphate reductase	x	-	-
1930	MG_230_MONOMER	ProteinMonomer	ribonucleotide reductase stimulatory protein	x	-	-
1931	MG_229_231_TETRAMER	ProteinComplex	ribonucleoside-diphosphate reductase	x	-	-
1932	MG_051_DIMER	ProteinComplex	pyrimidine-nucleoside phosphorylase	x	-	-
1933	MG_051_DIMER	ProteinComplex	pyrimidine-nucleoside phosphorylase	x	-	-
1934	MG_215_TETRAMER	ProteinComplex	6-phosphofructokinase	x	-	-
1935	MG_215_TETRAMER	ProteinComplex	6-phosphofructokinase	x	-	-
1936	MG_215_TETRAMER	ProteinComplex	6-phosphofructokinase	x	-	-
1937	MG_215_TETRAMER	ProteinComplex	6-phosphofructokinase	x	-	-
1938	MG_215_TETRAMER	ProteinComplex	6-phosphofructokinase	x	-	-
1939	MG_111_DIMER	ProteinComplex	glucose-6-phosphate isomerase	x	-	-
1940	MG_300_MONOMER	ProteinMonomer	phosphoglycerate kinase	x	-	-
1941	MG_300_MONOMER	ProteinMonomer	phosphoglycerate kinase	x	-	-
1942	MG_300_MONOMER	ProteinMonomer	phosphoglycerate kinase	x	-	-
1943	MG_300_MONOMER	ProteinMonomer	phosphoglycerate kinase	x	-	-
1944	MG_300_MONOMER	ProteinMonomer	phosphoglycerate kinase	x	-	-
1945	MG_053_TRIMER	ProteinComplex	phosphoglucomutase/phosphomannomutase, putative	x	-	-
1946	MG_114_DIMER	ProteinComplex	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	x	-	-
1947	MG_114_DIMER	ProteinComplex	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	x	-	-
1948	MG_114_DIMER	ProteinComplex	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	x	-	-
1949	MG_212_MONOMER	ProteinMonomer	1-acyl-sn-glycerol-3-phosphate acyltransferase, putative	x	-	-
1950	MG_212_MONOMER	ProteinMonomer	1-acyl-sn-glycerol-3-phosphate acyltransferase, putative	x	-	-
1951	MG_212_MONOMER	ProteinMonomer	1-acyl-sn-glycerol-3-phosphate acyltransferase, putative	x	-	-
1952	MG_212_MONOMER	ProteinMonomer	1-acyl-sn-glycerol-3-phosphate acyltransferase, putative	x	-	-
1953	MG_212_MONOMER	ProteinMonomer	1-acyl-sn-glycerol-3-phosphate acyltransferase, putative	x	-	-
1954	MG_212_MONOMER	ProteinMonomer	1-acyl-sn-glycerol-3-phosphate acyltransferase, putative	x	-	-
1955	MG_212_MONOMER	ProteinMonomer	1-acyl-sn-glycerol-3-phosphate acyltransferase, putative	x	-	-
1956	MG_368_DIMER	ProteinComplex	fatty acid/phospholipid synthesis protein PlsX	x	-	-
1957	MG_368_DIMER	ProteinComplex	fatty acid/phospholipid synthesis protein PlsX	x	-	-
1958	MG_368_DIMER	ProteinComplex	fatty acid/phospholipid synthesis protein PlsX	x	-	-
1959	MG_368_DIMER	ProteinComplex	fatty acid/phospholipid synthesis protein PlsX	x	-	-
1960	MG_368_DIMER	ProteinComplex	fatty acid/phospholipid synthesis protein PlsX	x	-	-
1961	MG_368_DIMER	ProteinComplex	fatty acid/phospholipid synthesis protein PlsX	x	-	-
1962	MG_368_DIMER	ProteinComplex	fatty acid/phospholipid synthesis protein PlsX	x	-	-
1963	MG_037_MONOMER	ProteinMonomer	nicotinate phosphoribosyltransferase	x	-	-
1964	MG_351_HEXAMER	ProteinComplex	inorganic pyrophosphatase	x	-	-
1965	MG_058_HEXAMER	ProteinComplex	ribose-phosphate pyrophosphokinase	x	-	-
1966	MG_299_DIMER	ProteinComplex	phosphate acetyltransferase	x	-	-
1967	MG_216_TETRAMER	ProteinComplex	pyruvate kinase	x	-	-
1968	MG_216_TETRAMER	ProteinComplex	pyruvate kinase	x	-	-
1969	MG_216_TETRAMER	ProteinComplex	pyruvate kinase	x	-	-
1970	MG_216_TETRAMER	ProteinComplex	pyruvate kinase	x	-	-
1971	MG_216_TETRAMER	ProteinComplex	pyruvate kinase	x	-	-
1972	MG_216_TETRAMER	ProteinComplex	pyruvate kinase	x	-	-
1973	MG_216_TETRAMER	ProteinComplex	pyruvate kinase	x	-	-
1974	MG_216_TETRAMER	ProteinComplex	pyruvate kinase	x	-	-
1975	MG_216_TETRAMER	ProteinComplex	pyruvate kinase	x	-	-
1976	MG_216_TETRAMER	ProteinComplex	pyruvate kinase	x	-	-
1977	MG_216_TETRAMER	ProteinComplex	pyruvate kinase	x	-	-
1978	MG_278_DIMER	ProteinComplex	GTP pyrophosphokinase	x	-	-
1979	MG_278_DIMER	ProteinComplex	GTP pyrophosphokinase	x	-	-
1980	MG_145_MONOMER	ProteinMonomer	riboflavin biosynthesis protein RibF	x	-	-
1981	MG_145_MONOMER	ProteinMonomer	riboflavin biosynthesis protein RibF	x	-	-
1982	MG_112_DIMER	ProteinComplex	ribulose-phosphate 3-epimerase	x	-	-
1983	MG_396_DIMER	ProteinComplex	ribose 5-phosphate isomerase B	x	-	-
1984	MG_009_MONOMER	ProteinMonomer	deoxyribonuclease	x	-	-
1985	MG_009_MONOMER	ProteinMonomer	deoxyribonuclease	x	-	-
1986	MG_009_MONOMER	ProteinMonomer	deoxyribonuclease	x	-	-
1987	MG_009_MONOMER	ProteinMonomer	deoxyribonuclease	x	-	-
1988	MG_034_DIMER	ProteinComplex	thymidine kinase	x	-	-
1989	MG_034_DIMER	ProteinComplex	thymidine kinase	x	-	-
1990	MG_372_DIMER	ProteinComplex	thiamine biosynthesis/tRNA modification protein ThiI	x	-	-
1991	MG_227_DIMER	ProteinComplex	thymidylate synthase	x	-	-
1992	MG_066_DIMER	ProteinComplex	transketolase	x	-	-
1993	MG_066_DIMER	ProteinComplex	transketolase	x	-	-
1994	MG_006_DIMER	ProteinComplex	thymidylate kinase	x	-	-
1995	MG_431_DIMER	ProteinComplex	triosephosphate isomerase	x	-	-
1996	MG_102_DIMER	ProteinComplex	thioredoxin-disulfide reductase	x	-	-
1997	MG_226_DIMER	ProteinComplex	amino acid transporter	x	-	-
1998	MG_226_DIMER	ProteinComplex	amino acid transporter	x	-	-
